ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,price,size,channel_id,order_id,flags,ts_in_delta,sequence,symbol
2025-01-01T00:00:00.000000000Z,2024-12-29T13:00:04.974856537Z,160,1,29307,R,N,,0,4,0,40,0,0,6BH5
2025-01-01T00:00:00.000000000Z,2024-12-29T13:00:04.974856537Z,160,1,29307,A,B,1.2483,1,4,8819198465392,40,0,2053,6BH5
2025-01-01T00:00:00.000000000Z,2024-12-29T13:00:04.974856537Z,160,1,29307,A,B,1.247,1,4,8819196164318,40,0,2052,6BH5
2025-01-01T00:00:00.000000000Z,2024-12-29T13:00:04.974856537Z,160,1,29307,A,B,1.2453,1,4,8819188299833,40,0,2052,6BH5
2025-01-01T00:00:00.000000000Z,2024-12-29T13:00:04.974856537Z,160,1,29307,A,B,1.245,1,4,8819120997565,40,0,2052,6BH5
2025-01-01T00:00:00.000000000Z,2024-12-29T13:00:04.974856537Z,160,1,29307,A,B,1.242,1,4,8819191095954,40,0,2052,6BH5
2025-01-01T00:00:00.000000000Z,2024-12-29T13:00:04.974856537Z,160,1,29307,A,B,1.242,1,4,8819191100602,40,0,2052,6BH5
2025-01-01T00:00:00.000000000Z,2024-12-29T13:00:04.974856537Z,160,1,29307,A,B,1.242,1,4,8819191305119,40,0,2052,6BH5
2025-01-01T00:00:00.000000000Z,2024-12-29T13:00:04.974856537Z,160,1,29307,A,B,1.2405,500,4,8819178837396,40,0,2052,6BH5
2025-01-01T00:00:00.000000000Z,2024-12-29T13:00:04.974856537Z,160,1,29307,A,B,1.2405,2,4,8819175407203,40,0,2052,6BH5
2025-01-01T00:00:00.000000000Z,2024-12-29T13:00:04.974856537Z,160,1,29307,A,B,1.2401,1,4,8819120997393,40,0,2052,6BH5
2025-01-01T00:00:00.000000000Z,2024-12-29T13:00:04.974856537Z,160,1,29307,A,B,1.24,1,4,8819144948785,40,0,2052,6BH5
2025-01-01T00:00:00.000000000Z,2024-12-29T13:00:04.974856537Z,160,1,29307,A,B,1.24,1,4,8819178436110,40,0,2052,6BH5
2025-01-01T00:00:00.000000000Z,2024-12-29T13:00:04.974856537Z,160,1,29307,A,B,1.24,16,4,8819194164916,40,0,2052,6BH5
2025-01-01T00:00:00.000000000Z,2024-12-29T13:00:04.974856537Z,160,1,29307,A,B,1.2393,1,4,8819192377651,40,0,2052,6BH5
2025-01-01T00:00:00.000000000Z,2024-12-29T13:00:04.974856537Z,160,1,29307,A,B,1.235,1,4,8819120997578,40,0,2052,6BH5
2025-01-01T00:00:00.000000000Z,2024-12-29T13:00:04.974856537Z,160,1,29307,A,B,1.232,4,4,8819178661294,40,0,2052,6BH5
2025-01-01T00:00:00.000000000Z,2024-12-29T13:00:04.974856537Z,160,1,29307,A,B,1.2301,1,4,8819120997580,40,0,2052,6BH5
